episode,reset_seed,task_return,train_return,variation,length,success,crash,out_of_bounds,discounted_task_return,discounted_variation,discounted_train_return,min_distance_to_pad,mean_distance_to_pad,final_distance_to_pad,mean_speed,final_speed,min_abs_x,final_abs_x,final_y,near_pad_fraction_0p2,near_pad_fraction_0p1,final_m_power,mean_m_power,last50_mean_m_power,final_main_cmd,positive_main_fraction,final_theta_abs,mean_theta_abs,final_theta_variation,mean_theta_variation,final_both_legs_contact,both_legs_contact_fraction,ever_both_legs_contact,low_velocity_fraction,final_lander_awake,landing_candidate
0,464507548,133.6352337092161,-143.39374045117313,1.304744870801944,804,True,False,False,6.131158717957808,0.1338435680409333,-22.63693583919663,0.007417648918993416,0.4097389985202368,0.022041897427399624,0.09593225519738463,0.0,0.0006255150074139237,0.022037887945771217,0.0004204011056572199,0.43656716417910446,0.28233830845771146,0.0,0.5483444301569047,0.28002467889338734,-0.054733891040086746,0.9577114427860697,0.0005832603586271524,0.01480573006102196,1.8205202764135647e-08,0.0016228170034850052,1.0,0.033582089552238806,1.0,0.31467661691542287,0.0,1.0
1,172674724,177.42156564183526,-99.85211091636143,1.307968382790982,784,True,False,False,66.8972790988437,0.1943871673261245,26.02060250582988,0.10212184024596764,0.3388657035020803,0.10577781910341028,0.09356858634278029,0.0,0.09984111785888672,0.10576887428760529,0.0013755894033238292,0.5267857142857143,0.0,0.0,0.5632474000176073,0.3030167382955551,-0.05569039285182953,0.9693877551020408,0.006612201814587602,0.011997613349738081,4.1611892032805686e-08,0.0016683270188660494,1.0,0.03188775510204082,1.0,0.5178571428571429,0.0,0.0
2,163903425,226.2739957012236,73.64350649877566,0.7170524460122385,461,True,False,False,29.46671947476469,0.18258135073586249,-9.030103578778853,0.126492004782578,0.627613284288319,0.12649850325856246,0.21661125318638655,0.0,0.0020301819313317537,0.12647047638893127,0.0026626919861882925,0.24945770065075923,0.0,0.0,0.5289467067787031,0.09025197964161634,-0.05602278560400009,0.8872017353579176,0.007783187114000151,0.0399289325048417,5.201486504534392e-09,0.0015554282993757915,1.0,0.0911062906724512,1.0,0.1279826464208243,0.0,0.0
3,1019325551,-108.50200818115844,-136.91527842374052,0.13716635121291038,49,False,False,True,-71.45734931293038,0.12988588138276783,-98.21229111041819,1.5775919432538568,1.6882280044771392,1.7388184870040966,0.710711253056657,0.5834412127739533,0.6701469421386719,1.0042930841445923,1.419466495513916,0.0,0.0,0.5987730696797371,0.38957449541028055,0.38957449541028055,0.19754613935947418,0.6938775510204082,0.11340589844452159,0.11390671242652262,0.00040011914783838476,0.0027993132900593952,0.0,0.0,0.0,0.0,1.0,0.0
4,1629015762,211.72545994035892,6.761209072029118,0.9625212543416501,623,True,False,False,37.171680276578165,0.15844686433801738,3.486124708426437,0.011311538650878392,0.5148465569078042,0.015726689892907667,0.13131282001745206,0.0,0.00016565322584938258,0.01571941375732422,0.0004783368203788996,0.28731942215088285,0.17335473515248795,0.0,0.5316252227137119,0.19415343329310417,-0.05505236238241196,0.9069020866773676,0.0014982815230901911,0.02130380187753656,7.802229756151066e-09,0.0015449779363429365,1.0,0.056179775280898875,1.0,0.12199036918138041,0.0,1.0
5,1449951718,186.5432592961007,-59.252632920178755,1.1495794610813974,794,True,False,False,47.61370766859837,0.13011132594794886,19.59212698066927,0.030578791214718664,0.44577137844407044,0.030606697588116745,0.1277872027803712,0.0,0.03054218366742134,0.030570125207304955,0.0014957881066948175,0.3790931989924433,0.17506297229219145,0.0,0.5608798388182948,0.21474098227918148,-0.05491642281413078,0.9609571788413098,0.001104399363936304,0.012363886039166985,7.802229755934226e-09,0.00144783307440982,1.0,0.04030226700251889,1.0,0.21914357682619648,0.0,1.0
6,1892108963,-65.22710324674844,-97.08430249852057,0.15188599625886062,74,False,False,True,-23.81040221269352,0.13582646237024903,-52.02501460273191,1.3984374087279674,1.4771332208109473,1.3984374087279674,0.3792501883368368,0.23016126363450543,0.7975255846977234,1.0006296634674072,0.9769173264503479,0.0,0.0,0.565412163734436,0.6163629025623605,0.5956367599964142,0.13082432746887207,1.0,0.06659441324905996,0.08075400826843748,0.0008308646482126925,0.0020525134629575752,0.0,0.0,0.0,0.0,1.0,0.0
7,1353470719,203.93126400420437,-53.35896587193926,1.2096511493807178,768,True,False,False,50.59958525557923,0.1964635689923338,9.307760370499174,0.07697461369324986,0.4150581478092589,0.07702519165214917,0.13904749550779102,0.0,0.0003525734064169228,0.07701797783374786,0.0010541534284129739,0.4440104166666667,0.3346354166666667,0.0,0.5595293182280633,0.3041824905574322,-0.05551907420158386,0.9622395833333334,0.004957021514763742,0.030264734847395183,5.20148650366703e-09,0.0015750666007561434,1.0,0.033854166666666664,1.0,0.34375,0.0,1.0
8,676069518,-5.909840290562547,-331.6921156333945,1.528911376714158,1000,False,False,False,27.09722448598579,0.14236049699186143,-3.374788569891611,0.038284763260117545,0.31924699954498137,0.05909479214818429,0.087224926583359,0.023970635648591542,0.03693952411413193,0.05037803575396538,0.030890904366970062,0.586,0.53,0.575640358030796,0.5614800983826863,0.5642988362908363,0.1512807160615921,0.983,0.0051488991504120485,0.013585111606156008,0.0009009810113803389,0.0015289113767141592,0.0,0.0,0.0,0.497,1.0,0.0
9,1315085260,3.185391585994423,-314.7066017011412,1.4894599664356787,1000,False,False,False,29.158488349896146,0.18636090606917977,-10.113606521444943,0.039549151000008165,0.36598826837420506,0.039549151000008165,0.09684695721263083,0.038623950013809055,3.9577484130859375e-05,0.013148212805390358,0.03729959577322006,0.532,0.401,0.5829950571060181,0.5714599445099011,0.5727101616561413,0.16599011421203613,1.0,0.0052395961702117345,0.018283608181580556,0.0011104019606352168,0.0014894599664356778,0.0,0.0,0.0,0.4,1.0,0.0
